station_id,n_bins,true_mean,pred_no_imd_mean,pred_imd_mean,true_total,pred_no_imd_total,pred_imd_total,fold
C32085,2061,1.1528384279475983,2.4293388517445518,1.399966103605807,2376,5006.8673734455215,2885.3301395315684,2
C32091,5797,1.774883560462308,2.509688879188803,1.6697307092921594,10289,14548.66643265749,9679.428921766648,2
C32096,1191,1.2367758186397986,2.5594767264370817,1.2517717773724297,1473,3048.336781186564,1490.8601868505639,2
C32103,1012,1.1541501976284585,2.5275309571117885,1.2457198487678582,1168,2557.86132859713,1260.6684869530725,2
D32002,12915,2.534959349593496,2.3222748369353257,2.7729125206547014,32739,29992.179519019734,35812.16520425547,2
D32004,9913,3.776858670432765,2.486282453222273,3.7557618221153963,37440,24646.517958792392,37230.866942629924,2
D32017,14120,4.633356940509915,2.295110329825388,3.8707487157511284,65423,32406.95785713448,54654.97186640593,2
D32034,12292,2.0839570452326717,2.228809740081839,1.591896964496947,25616,27396.529325085965,19567.59748759647,2
D32039,13733,3.8634675598922303,2.334172103676913,1.6527227450920356,53057,32055.185499795047,22696.841458348925,2
D32040,8741,1.749456583914884,2.372349021312336,1.4637051777863328,15292,20736.70279529113,12794.246959030335,2
D32041,11217,2.1914059017562626,2.346632650794609,1.6346886225518478,24581,26322.178443963126,18336.302279164076,2
D32049,12672,2.9574652777777777,2.336910774782617,3.08824555825941,37477,29613.333338045326,39134.24771426324,2
D32053,8537,1.6530397094998244,2.385207024616801,1.7750061691407715,14112,20362.51236915363,15153.227665954766,2
D32055,6448,3.0871588089330024,2.5437213941572487,4.024931467444907,19906,16401.91554952594,25952.75810208476,2
D32057,7862,2.252353090816586,2.4487103236836596,2.5939994796869152,17708,19251.76056480093,20394.02390929853,2
D32058,11545,3.088436552620182,2.3598981227269866,2.5395403653320763,35656,27245.023826883058,29318.99351775882,2
D32059,5097,1.4065136354718462,2.4036611481819468,2.579351570413261,7169,12251.460872283384,13146.954954396391,2
E32005,9998,1.9690938187637528,2.391209466560471,1.5815271847210974,19687,23907.31224667159,15812.108792841533,2
E32010,10962,2.207535121328225,2.3767614804991353,1.2469417117645876,24199,26054.05934923152,13668.97504436341,2
F32004,1697,1.2203889216263994,2.5535137735555127,1.4730434047019967,2071,4333.312873723705,2499.754657779288,2
G32003,3617,1.3666021564832733,2.4399832256957894,1.3546863606747015,4943,8825.41932734167,4899.900566560395,2
