city_slug,country,n_stations,M_mean,M_std,I_mean,I_std,T_mean,T_std,D_mean,D_std
world_fr_le_v_lo_star,FR,57,0.49122807017543857,0.7349151315808964,11.859649122807017,12.62995107513885,5.923327080792199,3.2798878159042593,9.263157894736842,6.263631750571462
world_fr_lev_lo_marseille,FR,228,1.1929824561403508,1.8649429511769524,8.425438596491228,9.622324550893762,10.582170611501153,6.378663378275294,14.263157894736842,10.059341665411274
world_fr_lib_lo,FR,68,0.029411764705882353,0.1702139334575991,4.735294117647059,5.0949716125901245,8.001653187962004,5.325636596593328,5.676470588235294,4.764424058694014
world_fr_lovelo_libre_service,FR,124,0.7096774193548387,1.1389211379680155,11.379032258064516,14.277501057756414,5.37205866323791,3.240849819698861,13.790322580645162,9.04664892684937
world_fr_montenv_lo,FR,21,0.19047619047619047,0.6015852075182383,2.380952380952381,5.740001659200026,123.08875799051263,69.80589902845364,0.9523809523809523,1.0712698295103096
world_fr_naolib,FR,123,1.6504065040650406,2.1538518292242,15.040650406504065,13.324695656096699,5.385300259095133,2.8896941775974536,21.089430894308943,14.58946854057456
world_fr_nemov_lo,FR,52,0.038461538461538464,0.19418390934515434,4.596153846153846,6.004114979058081,11.542874356540116,8.834010350638604,6.769230769230769,5.396496265698824
world_fr_ogalo_cyclette,FR,22,0.045454545454545456,0.2132007163556105,3.5,3.8141341150540375,11.229745463830216,9.269000999200717,4.545454545454546,3.097268731168413
world_fr_optymo_belfort,FR,32,0.0625,0.24593468841898236,9.34375,8.660661432685895,5.221629649643498,3.1170016696304286,4.875,3.730865159545394
world_fr_rubis_velo,FR,46,0.06521739130434782,0.249637418228338,7.565217391304348,6.946308928450318,3.6643949366128887,2.162722812835645,6.956521739130435,4.961883700276788
world_fr_semo_v_lo,FR,40,0.05,0.22072142786315221,2.8,4.237803010874191,10.36281555905363,13.499099825222382,1.4,1.4815099712360342
world_fr_twisto_v_lolib,FR,76,0.9473684210526315,1.4867838833500562,19.69736842105263,25.1989522199328,8.634505455823462,4.811990552131165,4.447368421052632,4.21551020824164
world_fr_v_l_toulouse,FR,448,0.6495535714285714,1.1604788708337803,10.910714285714286,10.21890477013963,3.9866791590765507,4.503615847467609,21.611607142857142,19.527209241645828
world_fr_v_lhop_strasbourg,FR,39,1.8717948717948718,1.5075160325495915,19.256410256410255,13.42957840917998,2.7617941389091456,0.9985151111999493,1.3846153846153846,1.3691215896060898
world_fr_v_lib_metropole,FR,1511,1.2839179351422898,1.5949421725122985,14.162806088682991,15.65615529043665,5.7180162587209376,5.261510529617203,27.13567174056916,18.12625309289095
world_fr_v_lib_o,FR,26,0.038461538461538464,0.19611613513818402,2.423076923076923,3.035431790346499,12.896252765357307,11.863782330964037,3.923076923076923,3.4400357779892574
world_fr_v_livert,FR,97,0.8969072164948454,1.6862466708793074,1.7628865979381443,2.939576202009854,19.516676982244253,13.011498920170542,3.8350515463917527,3.6818258954489718
world_fr_v_lo2,FR,45,0.2222222222222222,0.4204374825912609,8.577777777777778,6.870519660407093,7.8079204627983625,4.59900436877784,4.4,2.4345990896393452
world_fr_v_lo_fluo_grand_est,FR,52,1.0769230769230769,0.946534522249429,8.48076923076923,12.286594615263377,42.117298832930196,26.31890516709373,0.0,0.0
