station_id,n_bins,true_mean,pred_no_imd_mean,pred_fe_mean,pred_imd_mean,fold
A32000,9349,2.769387100224623,2.5132366567298523,1.2727982271765854,2.513718830786697,1
A32029,3720,1.5618279569892473,2.665368106529828,1.3250231823512029,2.2928612520736427,1
A32035,4601,1.5705281460552054,2.529306998728315,1.28461240047537,1.4891877863908993,1
A32043,3905,1.947247119078105,2.5668270449009505,1.3036148553896227,1.419241450558764,1
A32050,4705,1.4835281615302869,2.5925546852369914,1.2972639118474216,1.5010061043100729,1
A32054,3709,1.4119708816392558,2.564329088823262,1.2974336893163672,1.3958235012364575,1
A32055,3892,1.7194244604316546,2.6029502084794007,1.3015923582297044,1.7852346198634783,1
A32056,9962,2.6430435655490867,2.4406565340622492,1.2498592880835049,2.1564161980978587,1
B32003,12343,3.406222150206595,2.3916242053576817,1.2424356084065085,2.2038409567448403,1
B32005,18529,5.809217982621836,2.198920073388996,1.2056638758444695,3.022918140174616,1
B32007,12113,3.6694460496986707,2.4253513902885033,1.2541421551066128,2.157537242009391,1
B32015,16753,4.93804094788993,2.269892579210707,1.2209920695137064,3.8262891802247636,1
B32033,11638,2.405653892421378,2.390885147492942,1.246113757249565,2.9463046050059862,1
B32035,7986,1.7342849987478086,2.4546107862833098,1.2712968019048376,1.1755990694372394,1
B32036,13379,2.4970476119291427,2.3292288362652975,1.2337843943818112,2.1072546319935817,1
B32055,7970,1.682685069008783,2.404844737300618,1.2526896608871223,1.4325164949801446,1
B32063,14870,2.7299260255548083,2.2593830450422128,1.2189375411403651,2.2644259129520035,1
C32001,15632,3.1947927328556807,2.2854209374461982,1.2257383578805565,2.2220009034012103,1
C32005,11710,2.1682322801024765,2.3664349780853624,1.2390311357832093,2.8063655328259403,1
C32013,8288,1.745415057915058,2.4633980009060124,1.2652712103688906,1.4645596353567316,1
C32021,6214,2.531541680077245,2.5407994533770366,1.2637048866352887,1.8568337469362062,1
C32026,1023,1.35386119257087,2.70711604455865,1.291011319920884,1.3956285845817027,1
C32030,2801,1.3341663691538737,2.5448923347252195,1.284653742734469,1.3151517684799932,1
C32037,1796,1.1169265033407572,2.3413524542580957,1.2410583141052738,1.2705593946738203,1
C32038,2071,1.1825205214872043,2.544589188695826,1.2809770051218827,1.5229861607148694,1
C32041,4595,1.344069640914037,2.4925589095711067,1.273549811506767,1.381789777388433,1
C32044,525,1.1847619047619047,2.546917097226596,1.294416618662381,1.1860070884733676,1
C32050,860,1.1534883720930234,2.5519948815228366,1.2860777607146263,1.258934651692859,1
C32059,1621,1.1511412708204811,2.451796098963177,1.2677766194686473,1.3605919328174167,1
C32062,3594,1.2303839732888147,2.474771433300109,1.2717091958241986,1.3342494506479954,1
C32064,6219,1.4667953047113684,2.480657346246565,1.261477228081494,1.3687980825891397,1
C32080,1095,1.184474885844749,2.611837703163044,1.3077193354214043,1.5668786593711097,1
C32083,742,1.1549865229110512,2.5353118556289878,1.2939052953805168,1.3400677208344527,1
C32088,1437,1.350034794711204,2.698952685272861,1.3326384648394605,1.3353873424082652,1
C32093,13170,2.5226271829916476,2.329936917803525,1.2311733635524242,2.004385234081921,1
C32095,878,1.1765375854214124,2.6083715342880502,1.3080280176788361,1.2326603787859896,1
C32099,1890,1.4693121693121693,2.639970780035726,1.3066169834966805,1.4495347798144222,1
C32102,5103,1.4368018812463257,2.4682012578684085,1.2693916192807937,1.4707389505066817,1
C32104,1367,1.1843452816386246,2.4198349010060642,1.2604802959005599,1.1815239463839473,1
C32110,885,1.1322033898305084,2.6248691397017936,1.2883242586532047,1.5490773884341884,1
C32111,1522,1.1287779237844942,2.3253013512192444,1.2346625722050064,1.3316113123334956,1
C32112,5420,1.563468634686347,2.3330162584216025,1.231782093562735,1.5376871235890006,1
D32008,11976,3.134185036740147,2.409979452358985,1.2499517539123166,2.4347975192063416,1
D32009,10102,2.640566224509998,2.4535879473747872,1.2660495054886953,2.5545359592721404,1
D32010,17014,4.424591512871753,2.2282168498927843,1.2132629865612024,3.552742060671367,1
D32019,16763,4.5465012229314565,2.268387824047883,1.2212660527464472,2.2583676319525625,1
D32031,7867,1.6777678911910512,2.4507918608727164,1.2665590288948996,1.392457225093892,1
D32035,13467,2.537016410484889,2.324345990514354,1.234482819610828,2.3331393698939538,1
D32043,12028,2.320751579647489,2.382399670743244,1.241464415456995,2.680251551595812,1
D32046,14453,4.191102193316267,2.346214335269562,1.237070517867827,3.0919029771635556,1
E32004,6269,1.4136225873345032,2.400466003591102,1.252102237046294,1.4668158275573566,1
E32006,11613,2.2596228364763626,2.352107220400294,1.2394776853948188,1.7896712382862139,1
E32008,6792,1.8081566548881036,2.5742606144826823,1.2979840050605838,1.206313010232162,1
E32012,5859,1.4258405871309097,2.461858773181513,1.2643803920502452,1.6549994383165152,1
E32013,411,1.1800486618004866,2.58856000936079,1.30086315185987,1.183911715563295,1
E32014,772,1.1735751295336787,2.62149776340462,1.2942370494204385,1.1541836991087084,1
E32016,8022,2.0721765145848914,2.3054089437658907,1.2315184126996037,2.624649223108947,1
F32003,4352,1.3444393382352942,2.515058230280904,1.27731361553564,1.2833240483152766,1
H32003,2614,1.2260902830910483,2.4005660358760585,1.250802454731705,1.2225859947930522,1
K32002,9247,1.8091272845247106,2.387475497160668,1.2514658249512471,1.1918932471317292,1
K32006,13504,2.515254739336493,2.324420411286357,1.233656820770713,2.313843900645634,1
K32009,6625,1.5213584905660378,2.446293267176972,1.262995284686808,1.4430974350499883,1
K32015,10157,2.2094122280200845,2.355942915072169,1.2439547825964692,2.4448835904703867,1
L32004,2276,1.2438488576449913,2.6901278860224607,1.324852109304512,1.2708655484869429,1
L32005,5332,1.5390097524381094,2.5706800103247254,1.2936694638472346,1.8842535528436914,1
M32018,18098,8.785335396176373,2.227741248403542,1.21189333374356,2.3822503861004143,1
M32023,13810,3.4060825488776247,2.363402189681307,1.2385114767511274,3.0819452062003863,1
M32026,14425,3.3505719237435008,2.3248336284457705,1.2330757245660695,2.453313231161763,1
M32036,7369,1.6748541186049668,2.5083033442056797,1.2761765520272617,1.78644269800892,1
M32037,14769,7.874128241587108,2.3481697974495583,1.2364946799589094,3.2576502668965768,1
M32040,14653,3.3870197229236334,2.332727371628471,1.2345505887493724,3.493014405804088,1
M32043,8355,1.9080789946140035,2.519702574481689,1.271825495537651,1.3882523307248942,1
M32054,9620,2.158212058212058,2.4711295969297393,1.2671911328894716,1.385617901809728,1
M32056,11219,2.042249754880114,2.4019062364764516,1.2513588125382349,2.1178392807756112,1
M32058,3811,1.4093413802151666,2.6330453611737767,1.3071920390161607,1.3670294246112353,1
M32061,16422,5.382170259408111,2.281728005555984,1.2221792608475182,2.3203572430849158,1
M32064,12481,2.802419677910424,2.4078632490769314,1.2480456150490058,2.7620310195283584,1
M32065,14537,3.139574877897778,2.3315632449693986,1.2336015983594308,1.8895869776901544,1
M32070,15803,4.336644940834018,2.2870619162163637,1.2238153046576963,4.060788622484086,1
M32071,14602,4.660525955348582,2.3292346603009513,1.2323690241053045,3.8096827470467023,1
M32088,6923,1.9204102267802976,2.4572716229602984,1.262230188860869,2.8703084301355437,1
M32093,572,1.1083916083916083,2.7263192749557135,1.3103931502090824,1.405522558427125,1
N32009,6175,1.779433198380567,2.5213987543724694,1.2755884833376248,1.355806488480357,1
S32004,12536,2.60721123165284,2.386727994421668,1.2517832216476634,2.056085660419834,1
S32009,8248,1.6881668283220175,2.4614459927484975,1.264613062998493,2.084350104971071,1
S32013,7373,1.5600162756001628,2.431635415258176,1.2617577700625284,1.6001002205362038,1
S32017,7524,1.5645933014354068,2.460148920548358,1.2660376739989094,1.6980098236237315,1
S32023,13578,3.0099425541316838,2.3898477778715157,1.2462108449920686,2.3449956948922153,1
