station_id,n_bins,true_mean,pred_no_imd_mean,pred_imd_mean,true_total,pred_no_imd_total,pred_imd_total,fold
SF-DD10,699,1.145922746781116,1.9672989203617308,1.1742464308145373,801,1375.14194533285,820.7982551393616,2
SF-E28,14535,2.9308565531475748,1.9513707177304498,2.510885351879282,42600,28363.173382212088,36495.71858956537,2
SF-E28-2,10302,2.6543389633080956,1.9844749839636437,2.9395188089925837,27345,20444.061284793457,30282.922770241596,2
SF-E29-2,22220,5.962016201620162,1.8614243199790383,2.4935502722130107,132476,41360.84838993423,55406.6870485731,2
SF-F23-3,10843,2.7369731624089275,1.8682526056710604,1.808696851571893,29677,20257.46300329131,19611.699961594037,2
SF-F26,21249,2.910442844369147,1.8460510922197255,2.7699606340547698,61844,39226.739658576946,58858.893513029805,2
SF-F9,7215,1.5402633402633403,1.943324540549236,1.2547944369902366,11113,14021.086560062738,9053.341862884557,2
SF-G17,10689,1.6725605762933857,1.9717646500587973,1.5131498333060107,17878,21076.192344478484,16174.058568207949,2
SF-G29-1,17856,3.80975582437276,1.9254304352548055,1.7182602299096161,68027,34380.485851909805,30681.254665266104,2
SF-G30-2,13104,2.044261294261294,1.958077901100878,1.8654983594692545,26788,25658.652816025904,24445.49050248511,2
SF-G6-1,5450,1.6194495412844037,1.956086570670272,1.4234907980843767,8826,10660.671810152982,7758.0248495598535,2
SF-G9,7120,1.4768258426966292,1.9810928770843859,1.4911614493867758,10515,14105.381284840827,10617.069519633844,2
SF-GGP-03,10430,4.9294343240651965,1.9519513505720874,1.9010467629623475,51414,20358.85258646687,19827.917737697284,2
SF-GGP-04,5551,2.6606016933885788,1.9982958973062472,1.2108296840681472,14769,11092.540525946979,6721.3155762622855,2
SF-H0,6256,2.0463554987212276,2.0080087234917894,1.5014978556286263,12802,12562.102574164635,9393.370584812687,2
SF-H12,8502,1.549282521759586,1.972285315933,1.662769910022802,13172,16768.369756062366,14136.869775013862,2
SF-H18,8160,1.439093137254902,1.975635669294291,2.0068299376051746,11743,16121.187061441415,16375.732290858226,2
SF-H28-2,7970,1.8756587202007529,1.9426517255700815,1.9605859282682288,14949,15482.93425279355,15625.869848297783,2
SF-H29,16556,3.1976322783280984,1.9266063445202382,2.1814709015503704,52940,31896.894639877064,36116.43224606793,2
SF-I19,14621,2.142808289446686,1.932816183786598,2.284946330823075,31330,28259.70542314385,33408.20030296418,2
SF-I23-2,15164,2.2008045370614613,1.9153943680926981,2.4146749875615376,33373,29045.040197757673,36616.13151138316,2
SF-I26-2,4632,1.596502590673575,1.9183887263830626,2.060793277255517,7395,8885.976580606346,9545.594460247556,2
SF-J14,6434,1.3824992228784583,2.0055337387824452,1.986994446274972,8895,12903.604075326253,12784.32226733317,2
SF-J22-2,19981,2.86832490866323,1.8777092770781982,1.6510242953991159,57312,37518.50906529948,32989.116446369735,2
SF-J23-1,24178,4.575605922739681,1.82364147165036,2.143887037190823,110629,44092.0035015624,51834.90078519972,2
SF-J29,20230,5.4861097380128525,1.8884049294598706,1.7968367425258864,110984,38202.43172297318,36350.00730129868,2
SF-J5,7238,1.5592705167173253,1.923279574793726,1.3970698342485648,11286,13920.697562356989,10111.991460291112,2
SF-K20,21952,3.4451986151603498,1.8539887986575434,1.929789544819284,75629,40698.762108130395,42362.740087872924,2
SF-K23,13883,1.9871785637110135,1.9481330650142479,2.105957690369978,27588,27045.931341592805,29237.010615406405,2
SF-L24-2,8490,1.6942285041224971,1.9681541028985319,1.7952064102058567,14384,16709.628333608536,15241.302422647723,2
SF-L30-1,15681,2.8618072826988077,1.9576857776232437,1.7588871168841564,44876,30698.470678910086,27581.108879860458,2
SF-LW11,130,1.1,1.9023705545058656,1.3703864147045974,143,247.30817208576252,178.15023391159767,2
SF-LW215,112,1.0535714285714286,1.9511858372432467,1.1960397272069911,118,218.53281377124364,133.95644944718302,2
SF-LW23,280,1.3142857142857143,2.000906427200927,2.2010860568451958,368,560.2537996162596,616.3040959166548,2
SF-LW27,31,1.032258064516129,1.936190516895805,1.305617208860396,32,60.02190602376995,40.47413347467227,2
